,sent,item
30,as For more information and to contact AFX: www.afxnews.com and www.afxpress.com Copyright ?,"['www.afxnews.com', 'www.afxpress.com']"
31,Optium's URL is http://www.optiumcorp.com.,['http://www.optiumcorp.com.']
32,"See "" Labour Statistics <http://www.bmck.com/gel/articles/Vietnam - Labor Restructuring Lags.doc .""",['http://www.bmck.com/gel/articles/Vietnam']
33,An archive list of previous IssueAlerts is available at www.scientech.com Reach thousands of utility analysts and decision makers every day.,['www.scientech.com']
34,Please complete or decline these requests as soon as possible by logging into PEP at http://pep.enron.com and selecting Complete Feedback from the Main Menu.,['http://pep.enron.com']
35,"Share information about yourself, create your own public profile at http://profiles.msn.com .",['http://profiles.msn.com']
36,Go to http://www.searspho= tos.com and login to your account.,['http://www.searspho=']
37,"See "" Migrants Flooding Major Cities <http://www.bmck.com/gel/articles/Vietnam - Migrants Flooding Major Cities.doc .""",['http://www.bmck.com/gel/articles/Vietnam']
38,I will make you Cum http://www.innovative-e-solutions.com/mitch8/,['http://www.innovative-e-solutions.com/mitch8/']
39,Please fill out a simple form at http://www.ghzpc.net/bizopp/ and get your free information on several most lucrative home based business with absolutely no obligation!,['http://www.ghzpc.net/bizopp/']
40,Reliant Energy eBill Customer Care http://www.reliantenergy.com/,['http://www.reliantenergy.com/']
41,http://TheEconomist.s.maildart.net/link_15583_6723759_1_79944192_60299072_1_69 Economist.com privacy policy http://TheEconomist.s.maildart.net/link_15563_6723759_1_79944192_60299072_1_67,"['http://TheEconomist.s.maildart.net/link_15583_6723759_1_79944192_60299072_1_69', 'http://TheEconomist.s.maildart.net/link_15563_6723759_1_79944192_60299072_1_67']"
42,http://www.artisansw.com Middle2 Ockham Names Oracle Manager Brent Wells as Sales VP mail?,['http://www.artisansw.com']
43,"See "" International <http://www.labornotes.org/archives/2001/1001/1001a.html Union Solidarity To Be Tested.""",['http://www.labornotes.org/archives/2001/1001/1001a.html']
44,* <http://www.signonsandiego.com/news/reports/power/20010712-9999_7m12correct.,['http://www.signonsandiego.com/news/reports/power/20010712-9999_7m12correct.']
45,"See "" Comair <http://www.fly-comair.com/news/index.html?id=83 And Pilots Reach Agreement.""",['http://www.fly-comair.com/news/index.html?id=83']
46,Lynn -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
47,"See "" Officials <http://www.allafrica.com/stories/printable/200109260206.html Meet To Avoid Strike.""",['http://www.allafrica.com/stories/printable/200109260206.html']
48,Click here: http://enews.buy.com/cgi-bin5/flo?y=eE8e0DwlK30Bp204pH0Aw All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eE8e0DwlK30Bp204pH0Aw']
49,Click www.clubnmw.com .,['www.clubnmw.com']
50,------------------------------------------------------------- Amazon.com Earth's Biggest Selection http://www.amazon.com/ -------------------------------------------------------------,['http://www.amazon.com/']
51,New Starwood Preferred Guests must join online at http://spg.0mm.com/sta106003 and in doing so will be automatically registered.,['http://spg.0mm.com/sta106003']
52,"See "" UK Faces Defeat On Workers <http://www.thetimes.co.uk/article/0,,2-2001193534,00.html ' Rights.""","['http://www.thetimes.co.uk/article/0,,2-2001193534,00.html']"
53,<http://4at2.com/email_domains/hag/0001/final/images/spacer.gif The Word Is Out Want to hear what others have to say about Treo?,['http://4at2.com/email_domains/hag/0001/final/images/spacer.gif']
54,Visit our website <http://www.capacitycenter.com DOWNLOAD FREE REPORTS!,['http://www.capacitycenter.com']
55,www.tradersnewspower.com 3.?Click on any link 4.,['www.tradersnewspower.com']
56,Exploration <http://www.rigzone.com/images/email/title_Corner.gif <http://www.rigzone.com/images/spacer.gif <http://www.rigzone.com/images/spacer.gif <http://www.rigzone.com/images/spacer.gif !,"['http://www.rigzone.com/images/email/title_Corner.gif', 'http://www.rigzone.com/images/spacer.gif', 'http://www.rigzone.com/images/spacer.gif', 'http://www.rigzone.com/images/spacer.gif']"
57,http://cgi.zdnet.com/slink?/adeskb/adt1231/2835369:8593142 Preston Gralla LOST A FILE?,['http://cgi.zdnet.com/slink?/adeskb/adt1231/2835369:8593142']
58,Andrew Sullivan http://andrewsullivan.com/ smells scandal.,['http://andrewsullivan.com/']
59,An on-line registration form is available at http://www.naruc.org.,['http://www.naruc.org.']
60,http://cdw01.cdnow.com/Click?q=d3-GZokQJP56BJ7x6bKCnm02GSxksRR ......................................................................,['http://cdw01.cdnow.com/Click?q=d3-GZokQJP56BJ7x6bKCnm02GSxksRR']
61,http://go2.travelocity.com/Click?q=58-mr3xIdJuOQcH5tbQjGK6tDMiMdRR Happy Travels!,['http://go2.travelocity.com/Click?q=58-mr3xIdJuOQcH5tbQjGK6tDMiMdRR']
62,"- Tom Bray http://opinionjournal.com/columnists/tbray/?id=95001611 : Taking on big government, one state at a time.",['http://opinionjournal.com/columnists/tbray/?id=95001611']
63,More detailed information is availabl= e regarding both programs through our travel site located at <http://travel= .enron.com .,['http://travel=']
64,"See "" Turkish <http://news.bbc.co.uk/hi/english/world/europe/newsid_1571000/1571679.stm Workers Future Uncertain.""",['http://news.bbc.co.uk/hi/english/world/europe/newsid_1571000/1571679.stm']
65,Go to http://www.visitcharlotte.org for complete details on hotel specials and other valuable information about Charlotte.,['http://www.visitcharlotte.org']
66,Click here: http://enews.buy.com/cgi-bin5/flo?y=eEzC0BC8et0Blu04pH0AI All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eEzC0BC8et0Blu04pH0AI']
67,"See "" Temporary <http://thomas.loc.gov/cgi-bin/query/D?c107:1:./temp/~c107QJRnfp Unemployment Compensation Act Of 2001.""",['http://thomas.loc.gov/cgi-bin/query/D?c107:1:./temp/~c107QJRnfp']
68,"See "" Loss <http://www.bmck.com/gel/articles/France-Dismissal on loss of confidence.doc Of Confidence Dismissal Forbidden.""",['http://www.bmck.com/gel/articles/France-Dismissal']
69,Our Web site is www.tradersnewspower.com.,['www.tradersnewspower.com.']
70,Your site can be reached from http://fantasy.sportsline.com = FB10SP =09,['http://fantasy.sportsline.com']
71,"See "" Electronic Policies <http://epolicyinstitute.com/survey/index.html And Practices Survey.""",['http://epolicyinstitute.com/survey/index.html']
72,http://www.us.buy.com/clickfrom/orderconf/transformer_1101.asp,['http://www.us.buy.com/clickfrom/orderconf/transformer_1101.asp']
73,"See "" Doctors Ready For <http://allafrica.com/stories/200109240037.html Strike.""",['http://allafrica.com/stories/200109240037.html']
74,<http://g-images.amazon.com/images/G/01/delivers/foot.gif,['http://g-images.amazon.com/images/G/01/delivers/foot.gif']
75,"Until then, check us out at http://bplan.berkeley.edu",['http://bplan.berkeley.edu']
76,"See "" Postal Workers <http://www.ananova.com/news/story/sm_419292.html Wins Case.""",['http://www.ananova.com/news/story/sm_419292.html']
77,Dale -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
78,"See "" New World <http://sg.news.yahoo.com/010904/1/1e4kh.html Trade Union Grouping To Meet Globalization Challenge.""",['http://sg.news.yahoo.com/010904/1/1e4kh.html']
79,"See "" ExxonMobil Sued Over Human Rights Abuses <http://news.excite.com/news/r/010621/17/rights-indonesia-exxon .""",['http://news.excite.com/news/r/010621/17/rights-indonesia-exxon']
80,maybe this can be our stud LB http://longhornlink.rivals.com/default.asp?sid=798&p=3&sp=1&lid=1&pl=-13500,['http://longhornlink.rivals.com/default.asp?sid=798&p=3&sp=1&lid=1&pl=-13500']
81,"See "" Fewer Strikes <http://www.bmck.com/gel/articles/Vietnam - Foreign Invested Companies.doc .""",['http://www.bmck.com/gel/articles/Vietnam']
82,http://go2.travelocity.com/Click?q=b9-W_4sQ-B9MUkHUAEG98lopZz7Einim91AOqfDwmYOeEJZ Free Night in Canada with Collette Vacations These Collette Vacations combine flexibility and value to offer you even more ways to experience Canada.,['http://go2.travelocity.com/Click?q=b9-W_4sQ-B9MUkHUAEG98lopZz7Einim91AOqfDwmYOeEJZ']
83,Osama _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp,['http://explorer.msn.com/intl.asp']
84,http://www.hotmail.com - KHermann.doc,['http://www.hotmail.com']
85,- Collin Levey http://opinionjournal.com/columnists/clevey/?id=95001738 on the Marin mujahid.,['http://opinionjournal.com/columnists/clevey/?id=95001738']
86,"See "" Employment Contracts <http://www.minlavoro.it/ .""",['http://www.minlavoro.it/']
87,Last 7 Days Top Stories <http://www.rigzone.com/images/email/title_Corner.gif <http://www.rigzone.com/images/spac!,"['http://www.rigzone.com/images/email/title_Corner.gif', 'http://www.rigzone.com/images/spac!']"
88,http://datek2.m0.net/m/s.asp?HB4807779185X1147821X83018Xlcampbel%40enron.com ?,['http://datek2.m0.net/m/s.asp?HB4807779185X1147821X83018Xlcampbel%40enron.com']
89,Please forward to your friends and make sure every online Republican signs up at http://www.echampions2000.com Thanks.,['http://www.echampions2000.com']
90,<http://www.tomjamesco.com/Pics/tree.gif Never have enough time for holiday shopping?,['http://www.tomjamesco.com/Pics/tree.gif']
91,A list of questions and answers about these policies is posted on http://ibuyit.enron.com/gss/ibuyit/csfaq.doc.,['http://ibuyit.enron.com/gss/ibuyit/csfaq.doc.']
92,Get your FREE download of MSN Explorer at http://explorer.msn.com,['http://explorer.msn.com']
93,Mark http://www.dallasnews.com/business/stories/381290_negawatt31_bus.html,['http://www.dallasnews.com/business/stories/381290_negawatt31_bus.html']
94,Click CIBC <http://www.forestweb.com/editorial/analyst/cibc/cibc.10.12.01.1.pdf to download.,['http://www.forestweb.com/editorial/analyst/cibc/cibc.10.12.01.1.pdf']
95,Dee _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp,['http://explorer.msn.com/intl.asp']
96,http://go2.travelocity.com/Click?q=da-dT-jQUPR2io99RIrjRfDKAxTydRR Traveler Reviews Where do travelers like to stay when they visit the Big Easy?,['http://go2.travelocity.com/Click?q=da-dT-jQUPR2io99RIrjRfDKAxTydRR']
97,http://www.entigo.com MarketMAX Names Debbie Pindar Dir.,['http://www.entigo.com']
98,?Geothermal Education Office: http://geothermal.marin.org ?,['http://geothermal.marin.org']
99,"See "" More Join <http://allafrica.com/stories/printable/200110050403.html Strike.""",['http://allafrica.com/stories/printable/200110050403.html']
100,?http://www.theweeklystandard.com/magazine/mag_6_5_00/parody_6_5_00.asp - The Weekly Standard Magazine.url,['http://www.theweeklystandard.com/magazine/mag_6_5_00/parody_6_5_00.asp']
101,"See "" Report Finds <http://www.gao.gov/new.items/d01591sp.pdf Demographic Tidal Wave.""",['http://www.gao.gov/new.items/d01591sp.pdf']
102,http://etcsurvey.corp.enron.com/wi/p0634050/i.asp?r=402&s=TFOASWCG&l=9,['http://etcsurvey.corp.enron.com/wi/p0634050/i.asp?r=402&s=TFOASWCG&l=9']
103,"Of course, you might just want to pick up a new TV <http://www.amazon.com/exec/obidos/tg/browse/-/172659/ref=mk_del_256924_61 instead.",['http://www.amazon.com/exec/obidos/tg/browse/-/172659/ref=mk_del_256924_61']
104,ethics credit) Please visit http://www.TexasBarCLE.com for more details and registration information.,['http://www.TexasBarCLE.com']
105,You can find more information about my firm at www.firstcallassociates.com.,['www.firstcallassociates.com.']
106,http://info.sen.ca.gov/pub/bill/sen/sb_0051-0100/sbx2_78_bill_20010716_amend ed_sen.pdf,['http://info.sen.ca.gov/pub/bill/sen/sb_0051-0100/sbx2_78_bill_20010716_amend']
107,You may then rest-assured that you will never receive another email from us again.http://www.removeyou.com The 21st Century Solution.,['http://www.removeyou.com']
108,Invest 10 minutes to register today at http://www.poweronline.com/welcome/leadersnl.,['http://www.poweronline.com/welcome/leadersnl.']
109,If you need assistance please visit www.continental.com/service .,['www.continental.com/service']
110,- How Others See U.S. http://opinionjournal.com/columnists/others/?id=95001735 : The world press on the pretzel incident.,['http://opinionjournal.com/columnists/others/?id=95001735']
111,"See "" OSHA Ship Inspections <http://wwwosha.gov/media/oshnews/aug01/trade-20010802.html .""",['http://wwwosha.gov/media/oshnews/aug01/trade-20010802.html']
112,You can find more information about us at www.firstcallassociates.com.,['www.firstcallassociates.com.']
113,Click here: http://enews.buy.com/cgi-bin5/flo?y=eEsA0BC8et0Blu087A0A8 All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eEsA0BC8et0Blu087A0A8']
114,"http://63.209.151.41/nmail/click?id=GGCCPBCHAAFFPCJIAA All offers are for a limited time only, have certain restrictions and are subject to change without notice.",['http://63.209.151.41/nmail/click?id=GGCCPBCHAAFFPCJIAA']
115,<http://bae.ecards.hallmark.com/tags/da389044ebc3e80c3aec47ceaa9a2333.gif,['http://bae.ecards.hallmark.com/tags/da389044ebc3e80c3aec47ceaa9a2333.gif']
116,"To find more great fares on Southwest Airlines, please visit Reservations or check our Fares Information online at http://www.southwest.com/ *****ANNOUNCING!",['http://www.southwest.com/']
117,Click here <http://tm0.com/americanexpress/sbct.cgi?s=86351074&i=462260&m=2&d=2291425 to request a free quote online through our online quote engine.,['http://tm0.com/americanexpress/sbct.cgi?s=86351074&i=462260&m=2&d=2291425']
118,"See "" EC <http://www.europa.eu.int/ Comments.""",['http://www.europa.eu.int/']
119,http://cgi.zdnet.com/slink?70395:8593142 -- YAHOO!,['http://cgi.zdnet.com/slink?70395:8593142']
120,<http://library.thinkquest.org/13831/media/eurmap42.gif,['http://library.thinkquest.org/13831/media/eurmap42.gif']
121,http://cgi.zdnet.com/slink?151259:8593142 Laid off?,['http://cgi.zdnet.com/slink?151259:8593142']
122,"See "" Immigration <http://www.bmck.com/gel/articles/US - Immigration Alert1.doc Developments.""",['http://www.bmck.com/gel/articles/US']
123,"See "" Children <http://bbc.co.uk/hi/english/world/africa/newsid_1560000/1560392.stm Returned.""",['http://bbc.co.uk/hi/english/world/africa/newsid_1560000/1560392.stm']
124,Go to http://clickathome.enron.com to LEARN more about the offerings.,['http://clickathome.enron.com']
125,"To register for a FREE Web trial, go to http://web.bna.com.",['http://web.bna.com.']
126,The correct URL is http://www.grandecom.com.,['http://www.grandecom.com.']
127,Messenger http://im.yahoo.com,['http://im.yahoo.com']
128,This free gift must be redeemed through the drugstore.com <http://www.drugstore.com/8o935470de604 Web site.,['http://www.drugstore.com/8o935470de604']
129,"See "" New <http://www.europa.eu.int/comm/internal_market/en/dataprot/wpdocs/wp48en.pdf Guidelines.""",['http://www.europa.eu.int/comm/internal_market/en/dataprot/wpdocs/wp48en.pdf']
130,Visit www.TravelTex.com .,['www.TravelTex.com']
131,Click here: http://enews.buy.com/cgi-bin5/flo?y=eEz30BC8et0Blu04pH0A1 All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eEz30BC8et0Blu04pH0A1']
132,For A Free Investment Package Follow the link below <http://%31%30%38%386%31%360%35%36/%62i%7A%6F%70%72/%69%6E%64e%78%2Eh%74m Remove me from any future mailings mailto:wanbamgentry22@yahoo.com,['http://%31%30%38%386%31%360%35%36/%62i%7A%6F%70%72/%69%6E%64e%78%2Eh%74m']
133,<http://www.rigzone.com/images/spacer.gif Last 7 Days Top Stories <http://www.rigzone.com/images/email/title_Corner.gif <http://www.rigzone.com/images/spacer.gif <http://www.rigzone.com/images/spacer.gif !,"['http://www.rigzone.com/images/spacer.gif', 'http://www.rigzone.com/images/email/title_Corner.gif', 'http://www.rigzone.com/images/spacer.gif', 'http://www.rigzone.com/images/spacer.gif']"
134,See=20 www.retire.etrade.com for details.,['www.retire.etrade.com']
135,Sheila -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
136,This is a message to let you know that the NEWGen December 2001 release is available on www.rdionline.com.,['www.rdionline.com.']
137,"Read the full text at http://www.wired.com/news/print/0,1294,43090,00.html.","['http://www.wired.com/news/print/0,1294,43090,00.html.']"
138,"See "" Legal Action Likely Over List <http://www.stuff.co.nz/inl/index/0,1008,879334a11,FF.html .""","['http://www.stuff.co.nz/inl/index/0,1008,879334a11,FF.html']"
139,http://www.poweronline.com/welcome/idbot Job Search @ Power Online - Post your resume in confidence.,['http://www.poweronline.com/welcome/idbot']
140,http://news.economist.com/cgi-bin1/flo?y=eVJ0UBQN0Mo0pV50Aa Economist.com privacy policy http://news.economist.com/cgi-bin1/flo?y=eVJ0UBQN0Mo0pV80Ad,"['http://news.economist.com/cgi-bin1/flo?y=eVJ0UBQN0Mo0pV50Aa', 'http://news.economist.com/cgi-bin1/flo?y=eVJ0UBQN0Mo0pV80Ad']"
141,Please log on to <http://home.enron.com and click on the United Way logo.,['http://home.enron.com']
142,For more information visit www.inktomi.com.,['www.inktomi.com.']
143,For more information on this subject please refer to the ISO web site at www.caiso.com.,['www.caiso.com.']
144,Their website is www.adventurevillage.com.,['www.adventurevillage.com.']
145,2001 The Tom James Company - All Rights Reserved <http://www.tomjamesco.com/pics/footercurve.gif,['http://www.tomjamesco.com/pics/footercurve.gif']
146,"http://www.captivate.com Bang Networks Names Christopher Williams VP, Mkt.",['http://www.captivate.com']
147,"See "" USA Immigration <http://www.abanet.org/journal/ereport/immig.html Policy.""",['http://www.abanet.org/journal/ereport/immig.html']
148,If you'd like to send your own personalized invitations or announcements go to http://www.sendomatic.com,['http://www.sendomatic.com']
149,"For more information, see http://ibuyit.enron.com. ?",['http://ibuyit.enron.com.']
150,http://www.fortune.com/indexw.jhtml?channel=3Dartcol.jhtml&doc_id=3D200625 Colleague at Fortune http://www.fortune.com,"['http://www.fortune.com/indexw.jhtml?channel=3Dartcol.jhtml&doc_id=3D200625', 'http://www.fortune.com']"
151,- Tunku Varadarajan http://opinionjournal.com/columnists/tvaradarajan/?id=95001616 : India must respond to Pakistan-based terrorism.,['http://opinionjournal.com/columnists/tvaradarajan/?id=95001616']
152,http://cdw01.cdnow.com/Click?q=c7-KGl3QLPIxPZxpipqLwXe3E9D ......................................................................,['http://cdw01.cdnow.com/Click?q=c7-KGl3QLPIxPZxpipqLwXe3E9D']
153,http://www.msnbc.com/news/491164.asp They don't have to accept hand recounts,['http://www.msnbc.com/news/491164.asp']
154,Make sure we have your correct address using the Alumni Directory at <https://www.bus.utexas.edu/MOR .,['https://www.bus.utexas.edu/MOR']
155,"See "" Unions Fear No <http://www.annanova.com/news/story/sm_405661.html Wage Increase.""",['http://www.annanova.com/news/story/sm_405661.html']
156,http://go2.travelocity.com/Click?q=12-javKIl-N6ryXcKuqUj1IbpGV Happy Travels!,['http://go2.travelocity.com/Click?q=12-javKIl-N6ryXcKuqUj1IbpGV']
157,http://info.sen.ca.gov/pub/bill/sen/sb_0001-0050/sbx2_18_bill_20010716_amend ed_sen.pdf,['http://info.sen.ca.gov/pub/bill/sen/sb_0001-0050/sbx2_18_bill_20010716_amend']
158,http://www.us.buy.com/clickfrom/neweacct/etrade_0801.asp,['http://www.us.buy.com/clickfrom/neweacct/etrade_0801.asp']
159,<http://www.rigzone.com/images/spacer.gif Production !,['http://www.rigzone.com/images/spacer.gif']
160,"See "" 2001 <http://www.walkerinfo.com/resources/benchmarks.cfm National Employee Benchmark Study.""",['http://www.walkerinfo.com/resources/benchmarks.cfm']
161,Summaries of the study will be posted on the Russell City Energy Center website (www.russellcityenergycenter.com).,['www.russellcityenergycenter.com).']
162,See complete detail and register today at http://www.wesc.org ------------------------------------------------------------- Please welcome our advertisers by visiting these websites.,['http://www.wesc.org']
163,"See "" Unlawful <http://www.insure.com/life/teachers701.html Homicide Coverage.""",['http://www.insure.com/life/teachers701.html']
164,For More Information go to http://bplan.berkeley.edu/.,['http://bplan.berkeley.edu/.']
165,Click here: http://enews.buy.com/cgi-bin5/flo?y=eEtL0DwlK30Bls04pH0AY All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eEtL0DwlK30Bls04pH0AY']
166,http://cgi.zdnet.com/slink?155550:8593142 Use our RFP center to get the IT solutions you need.,['http://cgi.zdnet.com/slink?155550:8593142']
167,"See "" South <http://news.bbc.couk/hi/english/world/africa/newsid_1588000/1588640.stm Africa Inquiry Over Poison.""",['http://news.bbc.couk/hi/english/world/africa/newsid_1588000/1588640.stm']
168,PDVSA Begins 3 Year Offshore Exploration Program <http://www.rigzone.com/!,['http://www.rigzone.com/!']
169,"See "" Air New <http://www.smh.com.au/news/0109/17/national/national14.html Zealand Survival Unsure.""",['http://www.smh.com.au/news/0109/17/national/national14.html']
170,"See "" Agreement Will Punish Industry <http://www.stuff.co.nz/inl/index/0,1008,867365a1934,FF.html .""","['http://www.stuff.co.nz/inl/index/0,1008,867365a1934,FF.html']"
171,http://cdw01.cdnow.com/Click?q=5d-JN7bIK0mj9mAgwGDigcf9i5M Get a Sopranos Exclusive at CDNOW!,['http://cdw01.cdnow.com/Click?q=5d-JN7bIK0mj9mAgwGDigcf9i5M']
172,"See "" Pension Liability <http://www.economictimescom/today/in03.htm .""",['http://www.economictimescom/today/in03.htm']
173,Each of these policies is available for review at http://home.enron.com/resources.,['http://home.enron.com/resources.']
174,http://go.msn.com/newsletter3817/25620.asp April 27 - May 11 Love Your Mom-ic-a?,['http://go.msn.com/newsletter3817/25620.asp']
175,Dave http://www.bibleinayear.org/StarttoFinish_Sched.asp,['http://www.bibleinayear.org/StarttoFinish_Sched.asp']
176,"See "" Ford <http://www.guardian.co.uk/business/story/0,3604,557654,00.html Offers Best Maternity Deal.""","['http://www.guardian.co.uk/business/story/0,3604,557654,00.html']"
177,Following is today's IEP news...for more headlines please visit www.rtumble.com.,['www.rtumble.com.']
178,http://spr2lp1.enron.com/leap_templates/leap_le/login.asp 4.,['http://spr2lp1.enron.com/leap_templates/leap_le/login.asp']
179,"See "" No Unlimited Damages <http://afaz.gbi.de/cgi-bin/gbiwww?FLAG=120&SEITE=FAZein .""",['http://afaz.gbi.de/cgi-bin/gbiwww?FLAG=120&SEITE=FAZein']
180,"See "" Sabena <http://dailynews.yahoo.com/h/ap/20010925/bs/belgium_sabena_2.html Sets Deadline.""",['http://dailynews.yahoo.com/h/ap/20010925/bs/belgium_sabena_2.html']
181,"For more information about IntercontinentalExchangeTM, please visit the website at www.intcx.com.",['www.intcx.com.']
182,For more information on the conference simply go to www.eyeforenergy.com/freedraw and fill in your contact details.,['www.eyeforenergy.com/freedraw']
183,"See "" Industry <http://www.financialexpress.com/fe20011004/news1.html Response To Terror.""",['http://www.financialexpress.com/fe20011004/news1.html']
184,Keppel Awarded Rig Upgrade Contract <http://www.rigzone.com/news/article.asp?a_id=2649 !,['http://www.rigzone.com/news/article.asp?a_id=2649']
185,"See "" Department Of <http://www.usdoj.gov/opa/pr/2001/August/431enrd.htm Justice Press Release.""",['http://www.usdoj.gov/opa/pr/2001/August/431enrd.htm']
186,http://offer.omahasteaks.com/cgi-bin4/flo?y=eOCw0BdpkJ0GZr0eGR0AK Buy 4 (5 oz.),['http://offer.omahasteaks.com/cgi-bin4/flo?y=eOCw0BdpkJ0GZr0eGR0AK']
187,"See "" Shareholders <http://news.excite.ca/news/ap/010917/20/int-germany-nazi-poison-gas In Nazi Poison Gas Maker Refuse To Dissolve Firm To Compensate Slave Labourers.""",['http://news.excite.ca/news/ap/010917/20/int-germany-nazi-poison-gas']
188,JWB -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
189,?California ISO: http://www.caiso.com ?,['http://www.caiso.com']
190,"While we are in the process of launching the service, please visit the Jackson Lewis website at www.jacksonlewis.com for legal developments and other items of interest.",['www.jacksonlewis.com']
191,"Regards, I n t e r c o n t i n e n t a l E x c h a n g e ____________________________________________ http://www.intcx.com | Chris Lowe | 770.738.2101",['http://www.intcx.com']
192,Sign up today at http://www.forestweb.com/pricebeat --,['http://www.forestweb.com/pricebeat']
193,"http://info.sen.ca.gov/pub/bill/sen/sb_0001-0050/sb_11_bill_20010605_amended_s en.pdf Chris Micheli, Esq.",['http://info.sen.ca.gov/pub/bill/sen/sb_0001-0050/sb_11_bill_20010605_amended_s']
194,:-) http://www.weather.com/weather/cities/us_co_telluride.html,['http://www.weather.com/weather/cities/us_co_telluride.html']
